data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,asset,max_percentual,max_futuro_col
2026-01-30 12:53:23,6930.25,6941.0,6926.5,6938.5,6968.75,6958.0,6958.25,6961.7548828125,6965.03173828125,6959.44921875,6947.73046875,6949.9052734375,6953.2880859375,6954.951171875,6953.6689453125,MES=F,0.09746327426076959,f_2
